,date,variable,value
885,2020-07-24,Bachelor,75
886,2020-07-25,Bachelor,43
887,2020-07-26,Bachelor,100
888,2020-07-27,Bachelor,92
889,2020-07-28,Bachelor,55
890,2020-07-29,Bachelor,91
891,2020-07-30,Bachelor,75
892,2020-07-31,Bachelor,46
893,2020-08-01,Bachelor,74
894,2020-08-02,Bachelor,84
895,2020-08-03,Bachelor,100
896,2020-08-04,Bachelor,84
897,2020-08-05,Bachelor,65
898,2020-08-06,Bachelor,67
899,2020-08-07,Bachelor,43
900,2020-08-08,Bachelor,51
901,2020-08-09,Bachelor,74
902,2020-08-10,Bachelor,79
903,2020-08-11,Bachelor,79
904,2020-08-12,Bachelor,55
905,2020-08-13,Bachelor,64
906,2020-08-14,Bachelor,59
907,2020-08-15,Bachelor,57
908,2020-08-16,Bachelor,88
909,2020-08-17,Bachelor,63
910,2020-05-19,Des,44
911,2020-05-20,Des,37
912,2020-05-21,Des,36
913,2020-05-22,Des,39
914,2020-05-23,Des,37
915,2020-05-24,Des,46
916,2020-05-25,Des,44
917,2020-05-26,Des,38
918,2020-05-27,Des,31
919,2020-05-28,Des,35
920,2020-05-29,Des,42
921,2020-05-30,Des,39
922,2020-05-31,Des,45
923,2020-06-01,Des,36
924,2020-06-02,Des,37
925,2020-06-03,Des,100
926,2020-06-04,Des,46
927,2020-06-05,Des,43
928,2020-06-06,Des,47
929,2020-06-07,Des,58
930,2020-06-08,Des,48
931,2020-06-09,Des,43
932,2020-06-10,Des,41
933,2020-06-11,Des,44
934,2020-06-12,Des,42
935,2020-06-13,Des,45
936,2020-06-14,Des,89
937,2020-06-15,Des,47
938,2020-06-16,Des,41
939,2020-06-17,Des,50
940,2020-06-18,Des,45
941,2020-06-19,Des,42
942,2020-06-20,Des,33
943,2020-06-21,Des,38
944,2020-06-22,Des,43
945,2020-06-23,Des,30
946,2020-06-24,Des,36
947,2020-06-25,Des,35
948,2020-06-26,Des,36
949,2020-06-27,Des,44
950,2020-06-28,Des,40
951,2020-06-29,Des,35
952,2020-06-30,Des,38
953,2020-07-01,Des,37
954,2020-07-02,Des,35
955,2020-07-03,Des,35
956,2020-07-04,Des,34
957,2020-07-05,Des,35
958,2020-07-06,Des,36
959,2020-07-07,Des,39
960,2020-07-08,Des,42
961,2020-07-09,Des,33
962,2020-07-10,Des,33
963,2020-07-11,Des,40
964,2020-07-12,Des,39
965,2020-07-13,Des,40
966,2020-07-14,Des,35
967,2020-07-15,Des,37
968,2020-07-16,Des,40
969,2020-07-17,Des,39
970,2020-07-18,Des,38
971,2020-07-19,Des,44
972,2020-07-20,Des,45
973,2020-07-21,Des,41
974,2020-07-22,Des,33
975,2020-07-23,Des,39
976,2020-07-24,Des,40
977,2020-07-25,Des,45
978,2020-07-26,Des,38
979,2020-07-27,Des,34
980,2020-07-28,Des,38
981,2020-07-29,Des,39
982,2020-07-30,Des,39
983,2020-07-31,Des,38
984,2020-08-01,Des,37
985,2020-08-02,Des,39
986,2020-08-03,Des,39
987,2020-08-04,Des,39
988,2020-08-05,Des,35
989,2020-08-06,Des,42
990,2020-08-07,Des,41
991,2020-08-08,Des,33
992,2020-08-09,Des,37
993,2020-08-10,Des,35
994,2020-08-11,Des,40
995,2020-08-12,Des,43
996,2020-08-13,Des,38
997,2020-08-14,Des,38
998,2020-08-15,Des,37
999,2020-08-16,Des,34
1000,2020-08-17,Des,38
1001,2020-05-19,Endowment,46
1002,2020-05-20,Endowment,42
1003,2020-05-21,Endowment,31
1004,2020-05-22,Endowment,25
1005,2020-05-23,Endowment,48
1006,2020-05-24,Endowment,40
1007,2020-05-25,Endowment,23
1008,2020-05-26,Endowment,26
1009,2020-05-27,Endowment,42
1010,2020-05-28,Endowment,37
1011,2020-05-29,Endowment,22
1012,2020-05-30,Endowment,23
1013,2020-05-31,Endowment,18
1014,2020-06-01,Endowment,46
1015,2020-06-02,Endowment,15
1016,2020-06-03,Endowment,27
1017,2020-06-04,Endowment,33
1018,2020-06-05,Endowment,48
1019,2020-06-06,Endowment,32
1020,2020-06-07,Endowment,33
1021,2020-06-08,Endowment,38
1022,2020-06-09,Endowment,48
1023,2020-06-10,Endowment,39
1024,2020-06-11,Endowment,24
1025,2020-06-12,Endowment,45
1026,2020-06-13,Endowment,35
1027,2020-06-14,Endowment,34
1028,2020-06-15,Endowment,20
1029,2020-06-16,Endowment,58
1030,2020-06-17,Endowment,35
1031,2020-06-18,Endowment,19
1032,2020-06-19,Endowment,100
1033,2020-06-20,Endowment,23
1034,2020-06-21,Endowment,23
1035,2020-06-22,Endowment,37
1036,2020-06-23,Endowment,36
1037,2020-06-24,Endowment,27
1038,2020-06-25,Endowment,21
1039,2020-06-26,Endowment,47
1040,2020-06-27,Endowment,26
1041,2020-06-28,Endowment,42
1042,2020-06-29,Endowment,30
1043,2020-06-30,Endowment,31
1044,2020-07-01,Endowment,36
1045,2020-07-02,Endowment,60
1046,2020-07-03,Endowment,20
1047,2020-07-04,Endowment,17
1048,2020-07-05,Endowment,34
1049,2020-07-06,Endowment,73
1050,2020-07-07,Endowment,36
1051,2020-07-08,Endowment,57
1052,2020-07-09,Endowment,31
1053,2020-07-10,Endowment,45
1054,2020-07-11,Endowment,12
1055,2020-07-12,Endowment,37
1056,2020-07-13,Endowment,42
1057,2020-07-14,Endowment,32
1058,2020-07-15,Endowment,37
1059,2020-07-16,Endowment,22
1060,2020-07-17,Endowment,46
1061,2020-07-18,Endowment,37
1062,2020-07-19,Endowment,30
1063,2020-07-20,Endowment,28
1064,2020-07-21,Endowment,17
1065,2020-07-22,Endowment,39
1066,2020-07-23,Endowment,28
1067,2020-07-24,Endowment,23
1068,2020-07-25,Endowment,12
1069,2020-07-26,Endowment,18
1070,2020-07-27,Endowment,27
1071,2020-07-28,Endowment,45
1072,2020-07-29,Endowment,12
1073,2020-07-30,Endowment,23
1074,2020-07-31,Endowment,12
1075,2020-08-01,Endowment,19
1076,2020-08-02,Endowment,37
1077,2020-08-03,Endowment,28
1078,2020-08-04,Endowment,27
1079,2020-08-05,Endowment,28
1080,2020-08-06,Endowment,29
1081,2020-08-07,Endowment,48
1082,2020-08-08,Endowment,33
1083,2020-08-09,Endowment,13
1084,2020-08-10,Endowment,17
1085,2020-08-11,Endowment,11
1086,2020-08-12,Endowment,29
1087,2020-08-13,Endowment,22
1088,2020-08-14,Endowment,17
1089,2020-08-15,Endowment,12
1090,2020-08-16,Endowment,18
1091,2020-08-17,Endowment,28
1092,2020-05-19,Palais,30
1093,2020-05-20,Palais,100
1094,2020-05-21,Palais,46
1095,2020-05-22,Palais,14
1096,2020-05-23,Palais,46
1097,2020-05-24,Palais,41
1098,2020-05-25,Palais,51
1099,2020-05-26,Palais,31
1100,2020-05-27,Palais,46
1101,2020-05-28,Palais,39
1102,2020-05-29,Palais,16
1103,2020-05-30,Palais,51
1104,2020-05-31,Palais,34
1105,2020-06-01,Palais,37
1106,2020-06-02,Palais,44
1107,2020-06-03,Palais,26
1108,2020-06-04,Palais,54
1109,2020-06-05,Palais,42
1110,2020-06-06,Palais,23
1111,2020-06-07,Palais,32
1112,2020-06-08,Palais,21
1113,2020-06-09,Palais,77
1114,2020-06-10,Palais,50
1115,2020-06-11,Palais,70
1116,2020-06-12,Palais,51
1117,2020-06-13,Palais,51
1118,2020-06-14,Palais,0
1119,2020-06-15,Palais,51
1120,2020-06-16,Palais,21
1121,2020-06-17,Palais,50
1122,2020-06-18,Palais,42
1123,2020-06-19,Palais,36
1124,2020-06-20,Palais,50
1125,2020-06-21,Palais,33
1126,2020-06-22,Palais,46
1127,2020-06-23,Palais,61
1128,2020-06-24,Palais,39
1129,2020-06-25,Palais,46
1130,2020-06-26,Palais,45
1131,2020-06-27,Palais,46
1132,2020-06-28,Palais,99
1133,2020-06-29,Palais,51
1134,2020-06-30,Palais,37
1135,2020-07-01,Palais,37
1136,2020-07-02,Palais,51
1137,2020-07-03,Palais,22
1138,2020-07-04,Palais,57
1139,2020-07-05,Palais,41
1140,2020-07-06,Palais,15
1141,2020-07-07,Palais,82
1142,2020-07-08,Palais,30
1143,2020-07-09,Palais,38
1144,2020-07-10,Palais,48
1145,2020-07-11,Palais,63
1146,2020-07-12,Palais,18
1147,2020-07-13,Palais,62
1148,2020-07-14,Palais,54
1149,2020-07-15,Palais,23
1150,2020-07-16,Palais,64
1151,2020-07-17,Palais,51
1152,2020-07-18,Palais,45
1153,2020-07-19,Palais,62
1154,2020-07-20,Palais,89
1155,2020-07-21,Palais,58
1156,2020-07-22,Palais,40
1157,2020-07-23,Palais,49
1158,2020-07-24,Palais,34
1159,2020-07-25,Palais,52
1160,2020-07-26,Palais,35
1161,2020-07-27,Palais,54
1162,2020-07-28,Palais,40
1163,2020-07-29,Palais,59
1164,2020-07-30,Palais,43
1165,2020-07-31,Palais,45
1166,2020-08-01,Palais,55
1167,2020-08-02,Palais,91
1168,2020-08-03,Palais,64
1169,2020-08-04,Palais,70
1170,2020-08-05,Palais,56
1171,2020-08-06,Palais,50
1172,2020-08-07,Palais,61
1173,2020-08-08,Palais,95
1174,2020-08-09,Palais,65
1175,2020-08-10,Palais,81
1176,2020-08-11,Palais,57
1177,2020-08-12,Palais,25
1178,2020-08-13,Palais,32
1179,2020-08-14,Palais,50
1180,2020-08-15,Palais,72
1181,2020-08-16,Palais,43
1182,2020-08-17,Palais,40
1183,2020-05-19,Performing,59
1184,2020-05-20,Performing,54
1185,2020-05-21,Performing,53
1186,2020-05-22,Performing,63
1187,2020-05-23,Performing,69
1188,2020-05-24,Performing,55
1189,2020-05-25,Performing,40
1190,2020-05-26,Performing,59
1191,2020-05-27,Performing,54
1192,2020-05-28,Performing,44
1193,2020-05-29,Performing,62
1194,2020-05-30,Performing,43
1195,2020-05-31,Performing,49
1196,2020-06-01,Performing,70
1197,2020-06-02,Performing,62
1198,2020-06-03,Performing,73
1199,2020-06-04,Performing,64
1200,2020-06-05,Performing,66
1201,2020-06-06,Performing,34
1202,2020-06-07,Performing,57
1203,2020-06-08,Performing,69
1204,2020-06-09,Performing,90
1205,2020-06-10,Performing,64
1206,2020-06-11,Performing,63
1207,2020-06-12,Performing,88
1208,2020-06-13,Performing,57
1209,2020-06-14,Performing,53
1210,2020-06-15,Performing,61
1211,2020-06-16,Performing,76
1212,2020-06-17,Performing,68
1213,2020-06-18,Performing,62
1214,2020-06-19,Performing,37
1215,2020-06-20,Performing,51
1216,2020-06-21,Performing,55
1217,2020-06-22,Performing,66
1218,2020-06-23,Performing,81
1219,2020-06-24,Performing,92
1220,2020-06-25,Performing,65
1221,2020-06-26,Performing,46
1222,2020-06-27,Performing,46
1223,2020-06-28,Performing,74
1224,2020-06-29,Performing,90
1225,2020-06-30,Performing,62
1226,2020-07-01,Performing,55
1227,2020-07-02,Performing,64
1228,2020-07-03,Performing,81
1229,2020-07-04,Performing,41
1230,2020-07-05,Performing,85
1231,2020-07-06,Performing,83
1232,2020-07-07,Performing,73
1233,2020-07-08,Performing,71
1234,2020-07-09,Performing,76
1235,2020-07-10,Performing,92
1236,2020-07-11,Performing,52
1237,2020-07-12,Performing,57
1238,2020-07-13,Performing,62
1239,2020-07-14,Performing,62
1240,2020-07-15,Performing,88
1241,2020-07-16,Performing,59
1242,2020-07-17,Performing,79
1243,2020-07-18,Performing,27
1244,2020-07-19,Performing,53
1245,2020-07-20,Performing,68
1246,2020-07-21,Performing,75
1247,2020-07-22,Performing,49
1248,2020-07-23,Performing,60
1249,2020-07-24,Performing,68
1250,2020-07-25,Performing,56
1251,2020-07-26,Performing,26
1252,2020-07-27,Performing,62
1253,2020-07-28,Performing,43
1254,2020-07-29,Performing,68
1255,2020-07-30,Performing,60
1256,2020-07-31,Performing,69
1257,2020-08-01,Performing,61
1258,2020-08-02,Performing,58
1259,2020-08-03,Performing,48
1260,2020-08-04,Performing,52
1261,2020-08-05,Performing,46
1262,2020-08-06,Performing,67
1263,2020-08-07,Performing,73
1264,2020-08-08,Performing,64
1265,2020-08-09,Performing,34
1266,2020-08-10,Performing,73
1267,2020-08-11,Performing,49
1268,2020-08-12,Performing,72
1269,2020-08-13,Performing,78
1270,2020-08-14,Performing,100
1271,2020-08-15,Performing,42
1272,2020-08-16,Performing,64
1273,2020-08-17,Performing,32
1274,2020-05-19,Architecture,89
1275,2020-05-20,Architecture,83
1276,2020-05-21,Architecture,79
1277,2020-05-22,Architecture,69
1278,2020-05-23,Architecture,55
1279,2020-05-24,Architecture,47
1280,2020-05-25,Architecture,65
1281,2020-05-26,Architecture,73
1282,2020-05-27,Architecture,82
1283,2020-05-28,Architecture,69
1284,2020-05-29,Architecture,64
1285,2020-05-30,Architecture,64
1286,2020-05-31,Architecture,54
1287,2020-06-01,Architecture,71
1288,2020-06-02,Architecture,85
1289,2020-06-03,Architecture,78
1290,2020-06-04,Architecture,78
1291,2020-06-05,Architecture,69
1292,2020-06-06,Architecture,78
1293,2020-06-07,Architecture,69
1294,2020-06-08,Architecture,79
1295,2020-06-09,Architecture,81
1296,2020-06-10,Architecture,84
1297,2020-06-11,Architecture,78
1298,2020-06-12,Architecture,78
1299,2020-06-13,Architecture,75
1300,2020-06-14,Architecture,56
1301,2020-06-15,Architecture,84
1302,2020-06-16,Architecture,98
1303,2020-06-17,Architecture,75
1304,2020-06-18,Architecture,92
1305,2020-06-19,Architecture,88
1306,2020-06-20,Architecture,51
1307,2020-06-21,Architecture,65
1308,2020-06-22,Architecture,71
1309,2020-06-23,Architecture,77
1310,2020-06-24,Architecture,60
1311,2020-06-25,Architecture,66
1312,2020-06-26,Architecture,63
1313,2020-06-27,Architecture,58
1314,2020-06-28,Architecture,44
1315,2020-06-29,Architecture,77
1316,2020-06-30,Architecture,75
1317,2020-07-01,Architecture,76
1318,2020-07-02,Architecture,78
1319,2020-07-03,Architecture,76
1320,2020-07-04,Architecture,52
1321,2020-07-05,Architecture,56
1322,2020-07-06,Architecture,100
1323,2020-07-07,Architecture,73
1324,2020-07-08,Architecture,82
1325,2020-07-09,Architecture,84
1326,2020-07-10,Architecture,78
1327,2020-07-11,Architecture,47
1328,2020-07-12,Architecture,54
1329,2020-07-13,Architecture,56
1330,2020-07-14,Architecture,81
1331,2020-07-15,Architecture,83
1332,2020-07-16,Architecture,82
1333,2020-07-17,Architecture,75
1334,2020-07-18,Architecture,48
1335,2020-07-19,Architecture,60
1336,2020-07-20,Architecture,77
1337,2020-07-21,Architecture,72
1338,2020-07-22,Architecture,83
1339,2020-07-23,Architecture,73
1340,2020-07-24,Architecture,75
1341,2020-07-25,Architecture,51
1342,2020-07-26,Architecture,35
1343,2020-07-27,Architecture,75
1344,2020-07-28,Architecture,68
1345,2020-07-29,Architecture,66
1346,2020-07-30,Architecture,77
1347,2020-07-31,Architecture,59
1348,2020-08-01,Architecture,44
1349,2020-08-02,Architecture,46
1350,2020-08-03,Architecture,66
1351,2020-08-04,Architecture,90
1352,2020-08-05,Architecture,75
1353,2020-08-06,Architecture,83
1354,2020-08-07,Architecture,58
1355,2020-08-08,Architecture,57
1356,2020-08-09,Architecture,56
1357,2020-08-10,Architecture,65
1358,2020-08-11,Architecture,71
1359,2020-08-12,Architecture,75
1360,2020-08-13,Architecture,88
1361,2020-08-14,Architecture,58
1362,2020-08-15,Architecture,58
1363,2020-08-16,Architecture,70
1364,2020-08-17,Architecture,78
1365,2020-05-19,Gallery,60
1366,2020-05-20,Gallery,64
1367,2020-05-21,Gallery,76
1368,2020-05-22,Gallery,73
1369,2020-05-23,Gallery,64
1370,2020-05-24,Gallery,72
1371,2020-05-25,Gallery,58
1372,2020-05-26,Gallery,65
1373,2020-05-27,Gallery,58
1374,2020-05-28,Gallery,69
1375,2020-05-29,Gallery,73
1376,2020-05-30,Gallery,55
1377,2020-05-31,Gallery,61
1378,2020-06-01,Gallery,67
1379,2020-06-02,Gallery,60
1380,2020-06-03,Gallery,70
1381,2020-06-04,Gallery,69
1382,2020-06-05,Gallery,68
1383,2020-06-06,Gallery,73
1384,2020-06-07,Gallery,66
1385,2020-06-08,Gallery,61
1386,2020-06-09,Gallery,72
1387,2020-06-10,Gallery,75
1388,2020-06-11,Gallery,77
1389,2020-06-12,Gallery,64
1390,2020-06-13,Gallery,69
1391,2020-06-14,Gallery,66
1392,2020-06-15,Gallery,65
1393,2020-06-16,Gallery,63
1394,2020-06-17,Gallery,69
1395,2020-06-18,Gallery,73
1396,2020-06-19,Gallery,62
1397,2020-06-20,Gallery,71
1398,2020-06-21,Gallery,62
1399,2020-06-22,Gallery,63
1400,2020-06-23,Gallery,81
1401,2020-06-24,Gallery,64
1402,2020-06-25,Gallery,58
1403,2020-06-26,Gallery,76
1404,2020-06-27,Gallery,68
1405,2020-06-28,Gallery,75
1406,2020-06-29,Gallery,71
1407,2020-06-30,Gallery,80
1408,2020-07-01,Gallery,78
1409,2020-07-02,Gallery,81
1410,2020-07-03,Gallery,83
1411,2020-07-04,Gallery,95
1412,2020-07-05,Gallery,84
1413,2020-07-06,Gallery,87
1414,2020-07-07,Gallery,87
1415,2020-07-08,Gallery,88
1416,2020-07-09,Gallery,84
1417,2020-07-10,Gallery,68
1418,2020-07-11,Gallery,98
1419,2020-07-12,Gallery,69
1420,2020-07-13,Gallery,74
1421,2020-07-14,Gallery,88
1422,2020-07-15,Gallery,76
1423,2020-07-16,Gallery,80
1424,2020-07-17,Gallery,77
1425,2020-07-18,Gallery,81
1426,2020-07-19,Gallery,88
1427,2020-07-20,Gallery,89
1428,2020-07-21,Gallery,81
1429,2020-07-22,Gallery,80
1430,2020-07-23,Gallery,92
1431,2020-07-24,Gallery,94
1432,2020-07-25,Gallery,86
1433,2020-07-26,Gallery,87
1434,2020-07-27,Gallery,91
1435,2020-07-28,Gallery,87
1436,2020-07-29,Gallery,82
1437,2020-07-30,Gallery,82
1438,2020-07-31,Gallery,75
1439,2020-08-01,Gallery,84
1440,2020-08-02,Gallery,90
1441,2020-08-03,Gallery,77
1442,2020-08-04,Gallery,81
1443,2020-08-05,Gallery,84
1444,2020-08-06,Gallery,94
1445,2020-08-07,Gallery,72
1446,2020-08-08,Gallery,91
1447,2020-08-09,Gallery,71
1448,2020-08-10,Gallery,84
1449,2020-08-11,Gallery,85
1450,2020-08-12,Gallery,84
1451,2020-08-13,Gallery,91
1452,2020-08-14,Gallery,99
1453,2020-08-15,Gallery,100
1454,2020-08-16,Gallery,98
1455,2020-08-17,Gallery,87
1456,2020-05-19,Visual,85
1457,2020-05-20,Visual,100
1458,2020-05-21,Visual,93
1459,2020-05-22,Visual,71
1460,2020-05-23,Visual,64
1461,2020-05-24,Visual,54
1462,2020-05-25,Visual,64
1463,2020-05-26,Visual,86
1464,2020-05-27,Visual,79
1465,2020-05-28,Visual,87
1466,2020-05-29,Visual,70
1467,2020-05-30,Visual,46
1468,2020-05-31,Visual,61
1469,2020-06-01,Visual,92
1470,2020-06-02,Visual,82
1471,2020-06-03,Visual,85
1472,2020-06-04,Visual,81
1473,2020-06-05,Visual,72
1474,2020-06-06,Visual,56
1475,2020-06-07,Visual,59
1476,2020-06-08,Visual,83
1477,2020-06-09,Visual,82
1478,2020-06-10,Visual,93
1479,2020-06-11,Visual,78
1480,2020-06-12,Visual,90
1481,2020-06-13,Visual,56
1482,2020-06-14,Visual,56
1483,2020-06-15,Visual,80
1484,2020-06-16,Visual,90
1485,2020-06-17,Visual,87
1486,2020-06-18,Visual,98
1487,2020-06-19,Visual,78
1488,2020-06-20,Visual,42
1489,2020-06-21,Visual,55
1490,2020-06-22,Visual,76
1491,2020-06-23,Visual,80
1492,2020-06-24,Visual,78
1493,2020-06-25,Visual,88
1494,2020-06-26,Visual,72
1495,2020-06-27,Visual,55
1496,2020-06-28,Visual,48
1497,2020-06-29,Visual,86
1498,2020-06-30,Visual,74
1499,2020-07-01,Visual,92
1500,2020-07-02,Visual,72
1501,2020-07-03,Visual,91
1502,2020-07-04,Visual,52
1503,2020-07-05,Visual,54
1504,2020-07-06,Visual,84
1505,2020-07-07,Visual,96
1506,2020-07-08,Visual,80
1507,2020-07-09,Visual,97
1508,2020-07-10,Visual,85
1509,2020-07-11,Visual,62
1510,2020-07-12,Visual,42
1511,2020-07-13,Visual,73
1512,2020-07-14,Visual,92
1513,2020-07-15,Visual,85
1514,2020-07-16,Visual,86
1515,2020-07-17,Visual,80
1516,2020-07-18,Visual,54
1517,2020-07-19,Visual,55
1518,2020-07-20,Visual,73
1519,2020-07-21,Visual,81
1520,2020-07-22,Visual,81
1521,2020-07-23,Visual,75
1522,2020-07-24,Visual,74
1523,2020-07-25,Visual,64
1524,2020-07-26,Visual,43
1525,2020-07-27,Visual,74
1526,2020-07-28,Visual,72
1527,2020-07-29,Visual,84
1528,2020-07-30,Visual,73
1529,2020-07-31,Visual,66
1530,2020-08-01,Visual,44
1531,2020-08-02,Visual,53
1532,2020-08-03,Visual,78
1533,2020-08-04,Visual,85
1534,2020-08-05,Visual,77
1535,2020-08-06,Visual,84
1536,2020-08-07,Visual,63
1537,2020-08-08,Visual,53
1538,2020-08-09,Visual,45
1539,2020-08-10,Visual,61
1540,2020-08-11,Visual,81
1541,2020-08-12,Visual,94
1542,2020-08-13,Visual,77
1543,2020-08-14,Visual,72
1544,2020-08-15,Visual,51
1545,2020-08-16,Visual,42
1546,2020-08-17,Visual,67
1547,2020-05-19,Visual,85
1548,2020-05-20,Visual,100
1549,2020-05-21,Visual,93
1550,2020-05-22,Visual,71
1551,2020-05-23,Visual,64
1552,2020-05-24,Visual,54
1553,2020-05-25,Visual,64
1554,2020-05-26,Visual,86
1555,2020-05-27,Visual,79
1556,2020-05-28,Visual,87
1557,2020-05-29,Visual,70
1558,2020-05-30,Visual,46
1559,2020-05-31,Visual,61
1560,2020-06-01,Visual,92
1561,2020-06-02,Visual,82
1562,2020-06-03,Visual,85
1563,2020-06-04,Visual,81
1564,2020-06-05,Visual,72
1565,2020-06-06,Visual,56
1566,2020-06-07,Visual,59
1567,2020-06-08,Visual,83
1568,2020-06-09,Visual,82
1569,2020-06-10,Visual,93
1570,2020-06-11,Visual,78
1571,2020-06-12,Visual,90
1572,2020-06-13,Visual,56
1573,2020-06-14,Visual,56
1574,2020-06-15,Visual,80
1575,2020-06-16,Visual,90
1576,2020-06-17,Visual,87
1577,2020-06-18,Visual,98
1578,2020-06-19,Visual,78
1579,2020-06-20,Visual,42
1580,2020-06-21,Visual,55
1581,2020-06-22,Visual,76
1582,2020-06-23,Visual,80
1583,2020-06-24,Visual,78
1584,2020-06-25,Visual,88
1585,2020-06-26,Visual,72
1586,2020-06-27,Visual,55
1587,2020-06-28,Visual,48
1588,2020-06-29,Visual,86
1589,2020-06-30,Visual,74
1590,2020-07-01,Visual,92
1591,2020-07-02,Visual,72
1592,2020-07-03,Visual,91
1593,2020-07-04,Visual,52
1594,2020-07-05,Visual,54
1595,2020-07-06,Visual,84
1596,2020-07-07,Visual,96
1597,2020-07-08,Visual,80
1598,2020-07-09,Visual,97
1599,2020-07-10,Visual,85
1600,2020-07-11,Visual,62
1601,2020-07-12,Visual,42
1602,2020-07-13,Visual,73
1603,2020-07-14,Visual,92
1604,2020-07-15,Visual,85
1605,2020-07-16,Visual,86
1606,2020-07-17,Visual,80
1607,2020-07-18,Visual,54
1608,2020-07-19,Visual,55
1609,2020-07-20,Visual,73
1610,2020-07-21,Visual,81
1611,2020-07-22,Visual,81
1612,2020-07-23,Visual,75
1613,2020-07-24,Visual,74
1614,2020-07-25,Visual,64
1615,2020-07-26,Visual,43
1616,2020-07-27,Visual,74
1617,2020-07-28,Visual,72
1618,2020-07-29,Visual,84
1619,2020-07-30,Visual,73
1620,2020-07-31,Visual,66
1621,2020-08-01,Visual,44
1622,2020-08-02,Visual,53
1623,2020-08-03,Visual,78
1624,2020-08-04,Visual,85
1625,2020-08-05,Visual,77
1626,2020-08-06,Visual,84
1627,2020-08-07,Visual,63
1628,2020-08-08,Visual,53
1629,2020-08-09,Visual,45
1630,2020-08-10,Visual,61
1631,2020-08-11,Visual,81
1632,2020-08-12,Visual,94
1633,2020-08-13,Visual,77
1634,2020-08-14,Visual,72
1635,2020-08-15,Visual,51
1636,2020-08-16,Visual,42
1637,2020-08-17,Visual,67
1638,2020-05-19,Culinary,60
1639,2020-05-20,Culinary,56
1640,2020-05-21,Culinary,61
1641,2020-05-22,Culinary,32
1642,2020-05-23,Culinary,45
1643,2020-05-24,Culinary,36
1644,2020-05-25,Culinary,63
1645,2020-05-26,Culinary,28
1646,2020-05-27,Culinary,84
1647,2020-05-28,Culinary,45
1648,2020-05-29,Culinary,47
1649,2020-05-30,Culinary,63
1650,2020-05-31,Culinary,38
1651,2020-06-01,Culinary,27
1652,2020-06-02,Culinary,43
1653,2020-06-03,Culinary,43
1654,2020-06-04,Culinary,40
1655,2020-06-05,Culinary,72
1656,2020-06-06,Culinary,51
1657,2020-06-07,Culinary,76
1658,2020-06-08,Culinary,40
1659,2020-06-09,Culinary,62
1660,2020-06-10,Culinary,31
1661,2020-06-11,Culinary,66
1662,2020-06-12,Culinary,85
1663,2020-06-13,Culinary,62
1664,2020-06-14,Culinary,49
1665,2020-06-15,Culinary,48
1666,2020-06-16,Culinary,52
1667,2020-06-17,Culinary,26
1668,2020-06-18,Culinary,36
1669,2020-06-19,Culinary,48
1670,2020-06-20,Culinary,43
1671,2020-06-21,Culinary,84
1672,2020-06-22,Culinary,28
1673,2020-06-23,Culinary,44
1674,2020-06-24,Culinary,40
1675,2020-06-25,Culinary,68
1676,2020-06-26,Culinary,66
1677,2020-06-27,Culinary,62
1678,2020-06-28,Culinary,67
1679,2020-06-29,Culinary,58
1680,2020-06-30,Culinary,16
1681,2020-07-01,Culinary,49
1682,2020-07-02,Culinary,59
1683,2020-07-03,Culinary,48
1684,2020-07-04,Culinary,83
1685,2020-07-05,Culinary,72
1686,2020-07-06,Culinary,72
1687,2020-07-07,Culinary,60
1688,2020-07-08,Culinary,22
1689,2020-07-09,Culinary,33
1690,2020-07-10,Culinary,47
1691,2020-07-11,Culinary,73
1692,2020-07-12,Culinary,66
1693,2020-07-13,Culinary,28
1694,2020-07-14,Culinary,85
1695,2020-07-15,Culinary,51
1696,2020-07-16,Culinary,35
1697,2020-07-17,Culinary,43
1698,2020-07-18,Culinary,52
1699,2020-07-19,Culinary,52
1700,2020-07-20,Culinary,41
1701,2020-07-21,Culinary,49
1702,2020-07-22,Culinary,47
1703,2020-07-23,Culinary,54
1704,2020-07-24,Culinary,31
1705,2020-07-25,Culinary,90
1706,2020-07-26,Culinary,51
1707,2020-07-27,Culinary,40
1708,2020-07-28,Culinary,77
1709,2020-07-29,Culinary,50
1710,2020-07-30,Culinary,44
1711,2020-07-31,Culinary,66
1712,2020-08-01,Culinary,80
1713,2020-08-02,Culinary,67
1714,2020-08-03,Culinary,47
1715,2020-08-04,Culinary,51
1716,2020-08-05,Culinary,100
1717,2020-08-06,Culinary,43
1718,2020-08-07,Culinary,38
1719,2020-08-08,Culinary,28
1720,2020-08-09,Culinary,74
1721,2020-08-10,Culinary,65
1722,2020-08-11,Culinary,41
1723,2020-08-12,Culinary,43
1724,2020-08-13,Culinary,53
1725,2020-08-14,Culinary,49
1726,2020-08-15,Culinary,39
1727,2020-08-16,Culinary,76
1728,2020-08-17,Culinary,65
1729,2020-05-19,Exhibition,51
1730,2020-05-20,Exhibition,50
1731,2020-05-21,Exhibition,45
1732,2020-05-22,Exhibition,56
1733,2020-05-23,Exhibition,27
1734,2020-05-24,Exhibition,60
1735,2020-05-25,Exhibition,35
1736,2020-05-26,Exhibition,36
1737,2020-05-27,Exhibition,47
1738,2020-05-28,Exhibition,36
1739,2020-05-29,Exhibition,56
1740,2020-05-30,Exhibition,38
1741,2020-05-31,Exhibition,100
1742,2020-06-01,Exhibition,50
1743,2020-06-02,Exhibition,62
