,date,variable,value
907,2020-04-28,Animal,86
908,2020-04-29,Animal,85
909,2020-04-30,Animal,89
910,2020-05-01,Animal,98
911,2020-05-02,Animal,100
912,2020-05-03,Animal,96
913,2020-05-04,Animal,84
914,2020-05-05,Animal,82
915,2020-05-06,Animal,80
916,2020-05-07,Animal,78
917,2020-05-08,Animal,80
918,2020-05-09,Animal,86
919,2020-05-10,Animal,92
920,2020-05-11,Animal,78
921,2020-05-12,Animal,79
922,2020-05-13,Animal,77
923,2020-05-14,Animal,83
924,2020-05-15,Animal,77
925,2020-05-16,Animal,88
926,2020-05-17,Animal,85
927,2020-05-18,Animal,79
928,2020-05-19,Animal,74
929,2020-05-20,Animal,71
930,2020-05-21,Animal,70
931,2020-05-22,Animal,78
932,2020-05-23,Animal,79
933,2020-05-24,Animal,77
934,2020-05-25,Animal,74
935,2020-05-26,Animal,69
936,2020-05-27,Animal,67
937,2020-05-28,Animal,62
938,2020-05-29,Animal,64
939,2020-05-30,Animal,70
940,2020-05-31,Animal,70
941,2020-06-01,Animal,68
942,2020-06-02,Animal,66
943,2020-06-03,Animal,66
944,2020-06-04,Animal,67
945,2020-06-05,Animal,67
946,2020-06-06,Animal,68
947,2020-06-07,Animal,70
948,2020-06-08,Animal,60
949,2020-06-09,Animal,61
950,2020-06-10,Animal,64
951,2020-06-11,Animal,62
952,2020-06-12,Animal,59
953,2020-06-13,Animal,62
954,2020-06-14,Animal,59
955,2020-06-15,Animal,55
956,2020-06-16,Animal,61
957,2020-06-17,Animal,55
958,2020-06-18,Animal,56
959,2020-06-19,Animal,57
960,2020-06-20,Animal,58
961,2020-06-21,Animal,56
962,2020-06-22,Animal,55
963,2020-06-23,Animal,57
964,2020-06-24,Animal,51
965,2020-06-25,Animal,51
966,2020-06-26,Animal,53
967,2020-06-27,Animal,59
968,2020-06-28,Animal,62
969,2020-06-29,Animal,53
970,2020-06-30,Animal,54
971,2020-07-01,Animal,57
972,2020-07-02,Animal,57
973,2020-07-03,Animal,65
974,2020-07-04,Animal,60
975,2020-07-05,Animal,61
976,2020-07-06,Animal,55
977,2020-07-07,Animal,55
978,2020-07-08,Animal,53
979,2020-04-11,Sled,58
980,2020-04-12,Sled,57
981,2020-04-13,Sled,49
982,2020-04-14,Sled,42
983,2020-04-15,Sled,72
984,2020-04-16,Sled,53
985,2020-04-17,Sled,58
986,2020-04-18,Sled,55
987,2020-04-19,Sled,78
988,2020-04-20,Sled,51
989,2020-04-21,Sled,52
990,2020-04-22,Sled,35
991,2020-04-23,Sled,45
992,2020-04-24,Sled,53
993,2020-04-25,Sled,51
994,2020-04-26,Sled,70
995,2020-04-27,Sled,79
996,2020-04-28,Sled,61
997,2020-04-29,Sled,100
998,2020-04-30,Sled,57
999,2020-05-01,Sled,62
1000,2020-05-02,Sled,56
1001,2020-05-03,Sled,56
1002,2020-05-04,Sled,50
1003,2020-05-05,Sled,63
1004,2020-05-06,Sled,86
1005,2020-05-07,Sled,69
1006,2020-05-08,Sled,37
1007,2020-05-09,Sled,70
1008,2020-05-10,Sled,77
1009,2020-05-11,Sled,57
1010,2020-05-12,Sled,46
1011,2020-05-13,Sled,73
1012,2020-05-14,Sled,51
1013,2020-05-15,Sled,58
1014,2020-05-16,Sled,50
1015,2020-05-17,Sled,70
1016,2020-05-18,Sled,51
1017,2020-05-19,Sled,43
1018,2020-05-20,Sled,54
1019,2020-05-21,Sled,53
1020,2020-05-22,Sled,84
1021,2020-05-23,Sled,84
1022,2020-05-24,Sled,64
1023,2020-05-25,Sled,53
1024,2020-05-26,Sled,53
1025,2020-05-27,Sled,77
1026,2020-05-28,Sled,66
1027,2020-05-29,Sled,74
1028,2020-05-30,Sled,60
1029,2020-05-31,Sled,50
1030,2020-06-01,Sled,86
1031,2020-06-02,Sled,58
1032,2020-06-03,Sled,51
1033,2020-06-04,Sled,75
1034,2020-06-05,Sled,54
1035,2020-06-06,Sled,42
1036,2020-06-07,Sled,56
1037,2020-06-08,Sled,48
1038,2020-06-09,Sled,49
1039,2020-06-10,Sled,61
1040,2020-06-11,Sled,43
1041,2020-06-12,Sled,51
1042,2020-06-13,Sled,52
1043,2020-06-14,Sled,58
1044,2020-06-15,Sled,62
1045,2020-06-16,Sled,44
1046,2020-06-17,Sled,28
1047,2020-06-18,Sled,44
1048,2020-06-19,Sled,93
1049,2020-06-20,Sled,58
1050,2020-06-21,Sled,64
1051,2020-06-22,Sled,70
1052,2020-06-23,Sled,59
1053,2020-06-24,Sled,61
1054,2020-06-25,Sled,60
1055,2020-06-26,Sled,35
1056,2020-06-27,Sled,36
1057,2020-06-28,Sled,65
1058,2020-06-29,Sled,80
1059,2020-06-30,Sled,34
1060,2020-07-01,Sled,75
1061,2020-07-02,Sled,51
1062,2020-07-03,Sled,80
1063,2020-07-04,Sled,44
1064,2020-07-05,Sled,38
1065,2020-07-06,Sled,69
1066,2020-07-07,Sled,81
1067,2020-07-08,Sled,70
1068,2020-04-11,Terrier,57
1069,2020-04-12,Terrier,63
1070,2020-04-13,Terrier,65
1071,2020-04-14,Terrier,54
1072,2020-04-15,Terrier,55
1073,2020-04-16,Terrier,54
1074,2020-04-17,Terrier,64
1075,2020-04-18,Terrier,69
1076,2020-04-19,Terrier,69
1077,2020-04-20,Terrier,50
1078,2020-04-21,Terrier,49
1079,2020-04-22,Terrier,64
1080,2020-04-23,Terrier,64
1081,2020-04-24,Terrier,63
1082,2020-04-25,Terrier,78
1083,2020-04-26,Terrier,72
1084,2020-04-27,Terrier,55
1085,2020-04-28,Terrier,56
1086,2020-04-29,Terrier,60
1087,2020-04-30,Terrier,64
1088,2020-05-01,Terrier,64
1089,2020-05-02,Terrier,83
1090,2020-05-03,Terrier,100
1091,2020-05-04,Terrier,62
1092,2020-05-05,Terrier,72
1093,2020-05-06,Terrier,63
1094,2020-05-07,Terrier,61
1095,2020-05-08,Terrier,75
1096,2020-05-09,Terrier,70
1097,2020-05-10,Terrier,68
1098,2020-05-11,Terrier,69
1099,2020-05-12,Terrier,67
1100,2020-05-13,Terrier,74
1101,2020-05-14,Terrier,67
1102,2020-05-15,Terrier,72
1103,2020-05-16,Terrier,88
1104,2020-05-17,Terrier,91
1105,2020-05-18,Terrier,61
1106,2020-05-19,Terrier,66
1107,2020-05-20,Terrier,63
1108,2020-05-21,Terrier,64
1109,2020-05-22,Terrier,61
1110,2020-05-23,Terrier,97
1111,2020-05-24,Terrier,91
1112,2020-05-25,Terrier,83
1113,2020-05-26,Terrier,67
1114,2020-05-27,Terrier,75
1115,2020-05-28,Terrier,68
1116,2020-05-29,Terrier,67
1117,2020-05-30,Terrier,72
1118,2020-05-31,Terrier,79
1119,2020-06-01,Terrier,51
1120,2020-06-02,Terrier,54
1121,2020-06-03,Terrier,71
1122,2020-06-04,Terrier,78
1123,2020-06-05,Terrier,66
1124,2020-06-06,Terrier,77
1125,2020-06-07,Terrier,93
1126,2020-06-08,Terrier,70
1127,2020-06-09,Terrier,74
1128,2020-06-10,Terrier,63
1129,2020-06-11,Terrier,62
1130,2020-06-12,Terrier,65
1131,2020-06-13,Terrier,93
1132,2020-06-14,Terrier,95
1133,2020-06-15,Terrier,64
1134,2020-06-16,Terrier,66
1135,2020-06-17,Terrier,73
1136,2020-06-18,Terrier,59
1137,2020-06-19,Terrier,71
1138,2020-06-20,Terrier,87
1139,2020-06-21,Terrier,84
1140,2020-06-22,Terrier,56
1141,2020-06-23,Terrier,54
1142,2020-06-24,Terrier,61
1143,2020-06-25,Terrier,47
1144,2020-06-26,Terrier,57
1145,2020-06-27,Terrier,78
1146,2020-06-28,Terrier,71
1147,2020-06-29,Terrier,59
1148,2020-06-30,Terrier,57
1149,2020-07-01,Terrier,54
1150,2020-07-02,Terrier,64
1151,2020-07-03,Terrier,64
1152,2020-07-04,Terrier,80
1153,2020-07-05,Terrier,88
1154,2020-07-06,Terrier,57
1155,2020-07-07,Terrier,57
1156,2020-07-08,Terrier,59
1157,2020-04-11,Hatch,63
1158,2020-04-12,Hatch,68
1159,2020-04-13,Hatch,76
1160,2020-04-14,Hatch,66
1161,2020-04-15,Hatch,65
1162,2020-04-16,Hatch,64
1163,2020-04-17,Hatch,59
1164,2020-04-18,Hatch,77
1165,2020-04-19,Hatch,69
1166,2020-04-20,Hatch,75
1167,2020-04-21,Hatch,54
1168,2020-04-22,Hatch,62
1169,2020-04-23,Hatch,56
1170,2020-04-24,Hatch,70
1171,2020-04-25,Hatch,76
1172,2020-04-26,Hatch,83
1173,2020-04-27,Hatch,67
1174,2020-04-28,Hatch,74
1175,2020-04-29,Hatch,68
1176,2020-04-30,Hatch,64
1177,2020-05-01,Hatch,70
1178,2020-05-02,Hatch,89
1179,2020-05-03,Hatch,81
1180,2020-05-04,Hatch,66
1181,2020-05-05,Hatch,71
1182,2020-05-06,Hatch,84
1183,2020-05-07,Hatch,65
1184,2020-05-08,Hatch,73
1185,2020-05-09,Hatch,73
1186,2020-05-10,Hatch,70
1187,2020-05-11,Hatch,78
1188,2020-05-12,Hatch,87
1189,2020-05-13,Hatch,62
1190,2020-05-14,Hatch,73
1191,2020-05-15,Hatch,81
1192,2020-05-16,Hatch,65
1193,2020-05-17,Hatch,83
1194,2020-05-18,Hatch,73
1195,2020-05-19,Hatch,63
1196,2020-05-20,Hatch,71
1197,2020-05-21,Hatch,69
1198,2020-05-22,Hatch,70
1199,2020-05-23,Hatch,65
1200,2020-05-24,Hatch,77
1201,2020-05-25,Hatch,84
1202,2020-05-26,Hatch,69
1203,2020-05-27,Hatch,77
1204,2020-05-28,Hatch,62
1205,2020-05-29,Hatch,80
1206,2020-05-30,Hatch,85
1207,2020-05-31,Hatch,100
1208,2020-06-01,Hatch,61
1209,2020-06-02,Hatch,78
1210,2020-06-03,Hatch,76
1211,2020-06-04,Hatch,77
1212,2020-06-05,Hatch,69
1213,2020-06-06,Hatch,83
1214,2020-06-07,Hatch,84
1215,2020-06-08,Hatch,80
1216,2020-06-09,Hatch,63
1217,2020-06-10,Hatch,79
1218,2020-06-11,Hatch,77
1219,2020-06-12,Hatch,70
1220,2020-06-13,Hatch,86
1221,2020-06-14,Hatch,93
1222,2020-06-15,Hatch,91
1223,2020-06-16,Hatch,74
1224,2020-06-17,Hatch,62
1225,2020-06-18,Hatch,69
1226,2020-06-19,Hatch,65
1227,2020-06-20,Hatch,64
1228,2020-06-21,Hatch,84
1229,2020-06-22,Hatch,66
1230,2020-06-23,Hatch,82
1231,2020-06-24,Hatch,82
1232,2020-06-25,Hatch,65
1233,2020-06-26,Hatch,66
1234,2020-06-27,Hatch,82
1235,2020-06-28,Hatch,74
1236,2020-06-29,Hatch,72
1237,2020-06-30,Hatch,79
1238,2020-07-01,Hatch,79
1239,2020-07-02,Hatch,73
1240,2020-07-03,Hatch,69
1241,2020-07-04,Hatch,84
1242,2020-07-05,Hatch,74
1243,2020-07-06,Hatch,82
1244,2020-07-07,Hatch,63
1245,2020-07-08,Hatch,83
1246,2020-04-11,Puppy,76
1247,2020-04-12,Puppy,74
1248,2020-04-13,Puppy,71
1249,2020-04-14,Puppy,65
1250,2020-04-15,Puppy,66
1251,2020-04-16,Puppy,64
1252,2020-04-17,Puppy,65
1253,2020-04-18,Puppy,80
1254,2020-04-19,Puppy,78
1255,2020-04-20,Puppy,61
1256,2020-04-21,Puppy,66
1257,2020-04-22,Puppy,60
1258,2020-04-23,Puppy,62
1259,2020-04-24,Puppy,62
1260,2020-04-25,Puppy,74
1261,2020-04-26,Puppy,83
1262,2020-04-27,Puppy,70
1263,2020-04-28,Puppy,76
1264,2020-04-29,Puppy,76
1265,2020-04-30,Puppy,72
1266,2020-05-01,Puppy,67
1267,2020-05-02,Puppy,84
1268,2020-05-03,Puppy,90
1269,2020-05-04,Puppy,65
1270,2020-05-05,Puppy,69
1271,2020-05-06,Puppy,64
1272,2020-05-07,Puppy,61
1273,2020-05-08,Puppy,68
1274,2020-05-09,Puppy,78
1275,2020-05-10,Puppy,77
1276,2020-05-11,Puppy,73
1277,2020-05-12,Puppy,76
1278,2020-05-13,Puppy,68
1279,2020-05-14,Puppy,67
1280,2020-05-15,Puppy,70
1281,2020-05-16,Puppy,85
1282,2020-05-17,Puppy,92
1283,2020-05-18,Puppy,77
1284,2020-05-19,Puppy,76
1285,2020-05-20,Puppy,66
1286,2020-05-21,Puppy,75
1287,2020-05-22,Puppy,73
1288,2020-05-23,Puppy,89
1289,2020-05-24,Puppy,98
1290,2020-05-25,Puppy,75
1291,2020-05-26,Puppy,77
1292,2020-05-27,Puppy,76
1293,2020-05-28,Puppy,70
1294,2020-05-29,Puppy,67
1295,2020-05-30,Puppy,81
1296,2020-05-31,Puppy,80
1297,2020-06-01,Puppy,72
1298,2020-06-02,Puppy,69
1299,2020-06-03,Puppy,100
1300,2020-06-04,Puppy,87
1301,2020-06-05,Puppy,77
1302,2020-06-06,Puppy,91
1303,2020-06-07,Puppy,93
1304,2020-06-08,Puppy,80
1305,2020-06-09,Puppy,73
1306,2020-06-10,Puppy,75
1307,2020-06-11,Puppy,77
1308,2020-06-12,Puppy,78
1309,2020-06-13,Puppy,82
1310,2020-06-14,Puppy,91
1311,2020-06-15,Puppy,76
1312,2020-06-16,Puppy,75
1313,2020-06-17,Puppy,72
1314,2020-06-18,Puppy,67
1315,2020-06-19,Puppy,70
1316,2020-06-20,Puppy,78
1317,2020-06-21,Puppy,82
1318,2020-06-22,Puppy,71
1319,2020-06-23,Puppy,70
1320,2020-06-24,Puppy,67
1321,2020-06-25,Puppy,55
1322,2020-06-26,Puppy,64
1323,2020-06-27,Puppy,79
1324,2020-06-28,Puppy,84
1325,2020-06-29,Puppy,74
1326,2020-06-30,Puppy,74
1327,2020-07-01,Puppy,69
1328,2020-07-02,Puppy,68
1329,2020-07-03,Puppy,71
1330,2020-07-04,Puppy,78
1331,2020-07-05,Puppy,79
1332,2020-07-06,Puppy,72
1333,2020-07-07,Puppy,68
1334,2020-07-08,Puppy,68
1335,2020-04-11,Bulkhead,63
1336,2020-04-12,Bulkhead,76
1337,2020-04-13,Bulkhead,73
1338,2020-04-14,Bulkhead,53
1339,2020-04-15,Bulkhead,47
1340,2020-04-16,Bulkhead,46
1341,2020-04-17,Bulkhead,52
1342,2020-04-18,Bulkhead,59
1343,2020-04-19,Bulkhead,68
1344,2020-04-20,Bulkhead,59
1345,2020-04-21,Bulkhead,99
1346,2020-04-22,Bulkhead,44
1347,2020-04-23,Bulkhead,51
1348,2020-04-24,Bulkhead,46
1349,2020-04-25,Bulkhead,51
1350,2020-04-26,Bulkhead,43
1351,2020-04-27,Bulkhead,34
1352,2020-04-28,Bulkhead,50
1353,2020-04-29,Bulkhead,58
1354,2020-04-30,Bulkhead,54
1355,2020-05-01,Bulkhead,72
1356,2020-05-02,Bulkhead,60
1357,2020-05-03,Bulkhead,51
1358,2020-05-04,Bulkhead,58
1359,2020-05-05,Bulkhead,71
1360,2020-05-06,Bulkhead,77
1361,2020-05-07,Bulkhead,100
1362,2020-05-08,Bulkhead,79
1363,2020-05-09,Bulkhead,57
1364,2020-05-10,Bulkhead,58
1365,2020-05-11,Bulkhead,66
1366,2020-05-12,Bulkhead,51
1367,2020-05-13,Bulkhead,75
1368,2020-05-14,Bulkhead,47
1369,2020-05-15,Bulkhead,91
1370,2020-05-16,Bulkhead,61
1371,2020-05-17,Bulkhead,81
1372,2020-05-18,Bulkhead,60
1373,2020-05-19,Bulkhead,82
1374,2020-05-20,Bulkhead,63
1375,2020-05-21,Bulkhead,72
1376,2020-05-22,Bulkhead,46
1377,2020-05-23,Bulkhead,85
1378,2020-05-24,Bulkhead,71
1379,2020-05-25,Bulkhead,49
1380,2020-05-26,Bulkhead,67
1381,2020-05-27,Bulkhead,67
1382,2020-05-28,Bulkhead,72
1383,2020-05-29,Bulkhead,83
1384,2020-05-30,Bulkhead,100
1385,2020-05-31,Bulkhead,85
1386,2020-06-01,Bulkhead,82
1387,2020-06-02,Bulkhead,69
1388,2020-06-03,Bulkhead,80
1389,2020-06-04,Bulkhead,95
1390,2020-06-05,Bulkhead,69
1391,2020-06-06,Bulkhead,63
1392,2020-06-07,Bulkhead,70
1393,2020-06-08,Bulkhead,60
1394,2020-06-09,Bulkhead,78
1395,2020-06-10,Bulkhead,45
1396,2020-06-11,Bulkhead,85
1397,2020-06-12,Bulkhead,76
1398,2020-06-13,Bulkhead,98
1399,2020-06-14,Bulkhead,68
1400,2020-06-15,Bulkhead,34
1401,2020-06-16,Bulkhead,66
1402,2020-06-17,Bulkhead,96
1403,2020-06-18,Bulkhead,53
1404,2020-06-19,Bulkhead,55
1405,2020-06-20,Bulkhead,48
1406,2020-06-21,Bulkhead,38
1407,2020-06-22,Bulkhead,83
1408,2020-06-23,Bulkhead,79
1409,2020-06-24,Bulkhead,82
1410,2020-06-25,Bulkhead,67
1411,2020-06-26,Bulkhead,44
1412,2020-06-27,Bulkhead,72
1413,2020-06-28,Bulkhead,84
1414,2020-06-29,Bulkhead,72
1415,2020-06-30,Bulkhead,99
1416,2020-07-01,Bulkhead,65
1417,2020-07-02,Bulkhead,89
1418,2020-07-03,Bulkhead,77
1419,2020-07-04,Bulkhead,62
1420,2020-07-05,Bulkhead,66
1421,2020-07-06,Bulkhead,48
1422,2020-07-07,Bulkhead,39
1423,2020-07-08,Bulkhead,70
1424,2020-04-11,Hunt,100
1425,2020-04-12,Hunt,73
1426,2020-04-13,Hunt,29
1427,2020-04-14,Hunt,22
1428,2020-04-15,Hunt,21
1429,2020-04-16,Hunt,21
1430,2020-04-17,Hunt,26
1431,2020-04-18,Hunt,24
1432,2020-04-19,Hunt,26
1433,2020-04-20,Hunt,24
1434,2020-04-21,Hunt,20
1435,2020-04-22,Hunt,30
1436,2020-04-23,Hunt,20
1437,2020-04-24,Hunt,19
1438,2020-04-25,Hunt,20
1439,2020-04-26,Hunt,27
1440,2020-04-27,Hunt,20
1441,2020-04-28,Hunt,21
1442,2020-04-29,Hunt,20
1443,2020-04-30,Hunt,17
1444,2020-05-01,Hunt,22
1445,2020-05-02,Hunt,24
1446,2020-05-03,Hunt,23
1447,2020-05-04,Hunt,19
1448,2020-05-05,Hunt,20
1449,2020-05-06,Hunt,19
1450,2020-05-07,Hunt,25
1451,2020-05-08,Hunt,18
1452,2020-05-09,Hunt,19
1453,2020-05-10,Hunt,21
1454,2020-05-11,Hunt,19
1455,2020-05-12,Hunt,24
1456,2020-05-13,Hunt,22
1457,2020-05-14,Hunt,20
1458,2020-05-15,Hunt,18
1459,2020-05-16,Hunt,21
1460,2020-05-17,Hunt,24
1461,2020-05-18,Hunt,20
1462,2020-05-19,Hunt,18
1463,2020-05-20,Hunt,18
1464,2020-05-21,Hunt,20
1465,2020-05-22,Hunt,19
1466,2020-05-23,Hunt,26
1467,2020-05-24,Hunt,28
1468,2020-05-25,Hunt,23
1469,2020-05-26,Hunt,21
1470,2020-05-27,Hunt,23
1471,2020-05-28,Hunt,23
1472,2020-05-29,Hunt,19
1473,2020-05-30,Hunt,20
1474,2020-05-31,Hunt,22
1475,2020-06-01,Hunt,20
1476,2020-06-02,Hunt,18
1477,2020-06-03,Hunt,21
1478,2020-06-04,Hunt,20
1479,2020-06-05,Hunt,21
1480,2020-06-06,Hunt,20
1481,2020-06-07,Hunt,24
1482,2020-06-08,Hunt,19
1483,2020-06-09,Hunt,17
1484,2020-06-10,Hunt,19
1485,2020-06-11,Hunt,19
1486,2020-06-12,Hunt,21
1487,2020-06-13,Hunt,20
1488,2020-06-14,Hunt,20
1489,2020-06-15,Hunt,19
1490,2020-06-16,Hunt,17
1491,2020-06-17,Hunt,16
1492,2020-06-18,Hunt,17
1493,2020-06-19,Hunt,18
1494,2020-06-20,Hunt,16
1495,2020-06-21,Hunt,17
1496,2020-06-22,Hunt,17
1497,2020-06-23,Hunt,15
1498,2020-06-24,Hunt,15
1499,2020-06-25,Hunt,15
1500,2020-06-26,Hunt,19
1501,2020-06-27,Hunt,18
1502,2020-06-28,Hunt,16
1503,2020-06-29,Hunt,16
1504,2020-06-30,Hunt,17
1505,2020-07-01,Hunt,17
1506,2020-07-02,Hunt,13
1507,2020-07-03,Hunt,16
1508,2020-07-04,Hunt,17
1509,2020-07-05,Hunt,19
1510,2020-07-06,Hunt,18
1511,2020-07-07,Hunt,17
1512,2020-07-08,Hunt,16
1513,2020-04-11,Slam,31
1514,2020-04-12,Slam,32
1515,2020-04-13,Slam,25
1516,2020-04-14,Slam,26
1517,2020-04-15,Slam,18
1518,2020-04-16,Slam,21
1519,2020-04-17,Slam,23
1520,2020-04-18,Slam,29
1521,2020-04-19,Slam,21
1522,2020-04-20,Slam,26
1523,2020-04-21,Slam,27
1524,2020-04-22,Slam,27
1525,2020-04-23,Slam,27
1526,2020-04-24,Slam,25
1527,2020-04-25,Slam,27
1528,2020-04-26,Slam,28
1529,2020-04-27,Slam,32
1530,2020-04-28,Slam,22
1531,2020-04-29,Slam,26
1532,2020-04-30,Slam,26
1533,2020-05-01,Slam,31
1534,2020-05-02,Slam,35
1535,2020-05-03,Slam,26
1536,2020-05-04,Slam,33
1537,2020-05-05,Slam,22
1538,2020-05-06,Slam,27
1539,2020-05-07,Slam,25
1540,2020-05-08,Slam,26
1541,2020-05-09,Slam,29
1542,2020-05-10,Slam,23
1543,2020-05-11,Slam,100
1544,2020-05-12,Slam,34
1545,2020-05-13,Slam,25
1546,2020-05-14,Slam,28
1547,2020-05-15,Slam,32
1548,2020-05-16,Slam,38
1549,2020-05-17,Slam,25
1550,2020-05-18,Slam,26
1551,2020-05-19,Slam,29
1552,2020-05-20,Slam,20
1553,2020-05-21,Slam,27
1554,2020-05-22,Slam,33
1555,2020-05-23,Slam,33
1556,2020-05-24,Slam,32
1557,2020-05-25,Slam,24
1558,2020-05-26,Slam,19
1559,2020-05-27,Slam,19
1560,2020-05-28,Slam,20
1561,2020-05-29,Slam,31
1562,2020-05-30,Slam,31
1563,2020-05-31,Slam,28
1564,2020-06-01,Slam,17
1565,2020-06-02,Slam,23
1566,2020-06-03,Slam,22
1567,2020-06-04,Slam,24
1568,2020-06-05,Slam,23
1569,2020-06-06,Slam,25
1570,2020-06-07,Slam,20
1571,2020-06-08,Slam,23
1572,2020-06-09,Slam,24
1573,2020-06-10,Slam,23
1574,2020-06-11,Slam,22
1575,2020-06-12,Slam,25
1576,2020-06-13,Slam,25
1577,2020-06-14,Slam,19
1578,2020-06-15,Slam,22
1579,2020-06-16,Slam,21
1580,2020-06-17,Slam,27
1581,2020-06-18,Slam,20
1582,2020-06-19,Slam,19
1583,2020-06-20,Slam,23
1584,2020-06-21,Slam,25
1585,2020-06-22,Slam,26
1586,2020-06-23,Slam,36
1587,2020-06-24,Slam,21
1588,2020-06-25,Slam,22
1589,2020-06-26,Slam,21
1590,2020-06-27,Slam,16
1591,2020-06-28,Slam,21
1592,2020-06-29,Slam,25
1593,2020-06-30,Slam,27
1594,2020-07-01,Slam,20
1595,2020-07-02,Slam,14
1596,2020-07-03,Slam,24
1597,2020-07-04,Slam,36
1598,2020-07-05,Slam,23
1599,2020-07-06,Slam,22
1600,2020-07-07,Slam,21
1601,2020-07-08,Slam,22
1602,2020-04-11,Pet,88
1603,2020-04-12,Pet,76
1604,2020-04-13,Pet,83
1605,2020-04-14,Pet,86
1606,2020-04-15,Pet,81
1607,2020-04-16,Pet,85
1608,2020-04-17,Pet,82
1609,2020-04-18,Pet,89
1610,2020-04-19,Pet,81
1611,2020-04-20,Pet,76
1612,2020-04-21,Pet,78
1613,2020-04-22,Pet,82
1614,2020-04-23,Pet,81
1615,2020-04-24,Pet,74
1616,2020-04-25,Pet,97
1617,2020-04-26,Pet,93
1618,2020-04-27,Pet,81
1619,2020-04-28,Pet,87
1620,2020-04-29,Pet,83
1621,2020-04-30,Pet,76
1622,2020-05-01,Pet,82
1623,2020-05-02,Pet,91
1624,2020-05-03,Pet,89
1625,2020-05-04,Pet,84
1626,2020-05-05,Pet,87
1627,2020-05-06,Pet,78
1628,2020-05-07,Pet,81
1629,2020-05-08,Pet,74
1630,2020-05-09,Pet,92
1631,2020-05-10,Pet,86
1632,2020-05-11,Pet,92
1633,2020-05-12,Pet,85
1634,2020-05-13,Pet,85
1635,2020-05-14,Pet,82
1636,2020-05-15,Pet,89
1637,2020-05-16,Pet,90
1638,2020-05-17,Pet,90
1639,2020-05-18,Pet,89
1640,2020-05-19,Pet,87
1641,2020-05-20,Pet,81
1642,2020-05-21,Pet,91
1643,2020-05-22,Pet,89
1644,2020-05-23,Pet,96
1645,2020-05-24,Pet,88
1646,2020-05-25,Pet,85
1647,2020-05-26,Pet,93
1648,2020-05-27,Pet,88
1649,2020-05-28,Pet,83
1650,2020-05-29,Pet,87
1651,2020-05-30,Pet,85
1652,2020-05-31,Pet,82
1653,2020-06-01,Pet,85
1654,2020-06-02,Pet,83
1655,2020-06-03,Pet,83
1656,2020-06-04,Pet,88
1657,2020-06-05,Pet,85
1658,2020-06-06,Pet,88
1659,2020-06-07,Pet,89
1660,2020-06-08,Pet,93
1661,2020-06-09,Pet,90
1662,2020-06-10,Pet,81
1663,2020-06-11,Pet,91
1664,2020-06-12,Pet,81
1665,2020-06-13,Pet,93
1666,2020-06-14,Pet,85
1667,2020-06-15,Pet,89
1668,2020-06-16,Pet,87
1669,2020-06-17,Pet,83
1670,2020-06-18,Pet,87
1671,2020-06-19,Pet,91
1672,2020-06-20,Pet,89
1673,2020-06-21,Pet,94
1674,2020-06-22,Pet,100
1675,2020-06-23,Pet,96
1676,2020-06-24,Pet,84
1677,2020-06-25,Pet,87
1678,2020-06-26,Pet,84
1679,2020-06-27,Pet,100
1680,2020-06-28,Pet,100
1681,2020-06-29,Pet,89
1682,2020-06-30,Pet,90
1683,2020-07-01,Pet,86
1684,2020-07-02,Pet,90
1685,2020-07-03,Pet,90
1686,2020-07-04,Pet,87
1687,2020-07-05,Pet,94
1688,2020-07-06,Pet,85
1689,2020-07-07,Pet,88
1690,2020-07-08,Pet,93
1691,2020-04-11,Eared,40
1692,2020-04-12,Eared,40
1693,2020-04-13,Eared,87
1694,2020-04-14,Eared,24
1695,2020-04-15,Eared,48
1696,2020-04-16,Eared,24
1697,2020-04-17,Eared,36
1698,2020-04-18,Eared,49
1699,2020-04-19,Eared,46
1700,2020-04-20,Eared,60
1701,2020-04-21,Eared,46
1702,2020-04-22,Eared,37
1703,2020-04-23,Eared,30
1704,2020-04-24,Eared,57
1705,2020-04-25,Eared,34
1706,2020-04-26,Eared,57
1707,2020-04-27,Eared,35
1708,2020-04-28,Eared,30
1709,2020-04-29,Eared,20
1710,2020-04-30,Eared,28
1711,2020-05-01,Eared,55
1712,2020-05-02,Eared,55
1713,2020-05-03,Eared,89
1714,2020-05-04,Eared,55
1715,2020-05-05,Eared,52
1716,2020-05-06,Eared,46
1717,2020-05-07,Eared,57
1718,2020-05-08,Eared,49
1719,2020-05-09,Eared,62
1720,2020-05-10,Eared,24
1721,2020-05-11,Eared,49
1722,2020-05-12,Eared,66
1723,2020-05-13,Eared,40
1724,2020-05-14,Eared,55
1725,2020-05-15,Eared,26
1726,2020-05-16,Eared,45
1727,2020-05-17,Eared,76
1728,2020-05-18,Eared,71
1729,2020-05-19,Eared,41
1730,2020-05-20,Eared,64
1731,2020-05-21,Eared,68
1732,2020-05-22,Eared,45
1733,2020-05-23,Eared,69
1734,2020-05-24,Eared,23
1735,2020-05-25,Eared,59
1736,2020-05-26,Eared,42
1737,2020-05-27,Eared,69
1738,2020-05-28,Eared,64
1739,2020-05-29,Eared,99
1740,2020-05-30,Eared,53
1741,2020-05-31,Eared,35
1742,2020-06-01,Eared,46
1743,2020-06-02,Eared,66
1744,2020-06-03,Eared,100
1745,2020-06-04,Eared,61
1746,2020-06-05,Eared,43
1747,2020-06-06,Eared,54
