,date,variable,value
1748,2020-06-07,Eared,83
1749,2020-06-08,Eared,38
1750,2020-06-09,Eared,54
1751,2020-06-10,Eared,44
1752,2020-06-11,Eared,62
1753,2020-06-12,Eared,35
1754,2020-06-13,Eared,58
1755,2020-06-14,Eared,57
1756,2020-06-15,Eared,95
1757,2020-06-16,Eared,54
1758,2020-06-17,Eared,50
1759,2020-06-18,Eared,59
1760,2020-06-19,Eared,75
1761,2020-06-20,Eared,35
1762,2020-06-21,Eared,76
1763,2020-06-22,Eared,42
1764,2020-06-23,Eared,47
1765,2020-06-24,Eared,27
1766,2020-06-25,Eared,24
1767,2020-06-26,Eared,42
1768,2020-06-27,Eared,27
1769,2020-06-28,Eared,58
1770,2020-06-29,Eared,30
1771,2020-06-30,Eared,61
1772,2020-07-01,Eared,51
1773,2020-07-02,Eared,51
1774,2020-07-03,Eared,40
1775,2020-07-04,Eared,45
1776,2020-07-05,Eared,62
1777,2020-07-06,Eared,87
1778,2020-07-07,Eared,57
1779,2020-07-08,Eared,42
1780,2020-04-11,Stray,100
1781,2020-04-12,Stray,57
1782,2020-04-13,Stray,42
1783,2020-04-14,Stray,39
1784,2020-04-15,Stray,40
1785,2020-04-16,Stray,36
1786,2020-04-17,Stray,43
1787,2020-04-18,Stray,43
1788,2020-04-19,Stray,41
1789,2020-04-20,Stray,33
1790,2020-04-21,Stray,37
1791,2020-04-22,Stray,45
1792,2020-04-23,Stray,34
1793,2020-04-24,Stray,40
1794,2020-04-25,Stray,52
1795,2020-04-26,Stray,54
1796,2020-04-27,Stray,38
1797,2020-04-28,Stray,44
1798,2020-04-29,Stray,43
1799,2020-04-30,Stray,39
1800,2020-05-01,Stray,39
1801,2020-05-02,Stray,34
1802,2020-05-03,Stray,44
1803,2020-05-04,Stray,43
1804,2020-05-05,Stray,33
1805,2020-05-06,Stray,36
1806,2020-05-07,Stray,37
1807,2020-05-08,Stray,42
1808,2020-05-09,Stray,45
1809,2020-05-10,Stray,39
1810,2020-05-11,Stray,37
1811,2020-05-12,Stray,32
1812,2020-05-13,Stray,31
1813,2020-05-14,Stray,31
1814,2020-05-15,Stray,34
1815,2020-05-16,Stray,42
1816,2020-05-17,Stray,38
1817,2020-05-18,Stray,39
1818,2020-05-19,Stray,36
1819,2020-05-20,Stray,44
1820,2020-05-21,Stray,34
1821,2020-05-22,Stray,34
1822,2020-05-23,Stray,31
1823,2020-05-24,Stray,51
1824,2020-05-25,Stray,41
1825,2020-05-26,Stray,38
1826,2020-05-27,Stray,41
1827,2020-05-28,Stray,45
1828,2020-05-29,Stray,35
1829,2020-05-30,Stray,42
1830,2020-05-31,Stray,47
1831,2020-06-01,Stray,34
1832,2020-06-02,Stray,33
1833,2020-06-03,Stray,41
1834,2020-06-04,Stray,43
1835,2020-06-05,Stray,35
1836,2020-06-06,Stray,44
1837,2020-06-07,Stray,60
1838,2020-06-08,Stray,34
1839,2020-06-09,Stray,38
1840,2020-06-10,Stray,45
1841,2020-06-11,Stray,58
1842,2020-06-12,Stray,70
1843,2020-06-13,Stray,62
1844,2020-06-14,Stray,59
1845,2020-06-15,Stray,46
1846,2020-06-16,Stray,47
1847,2020-06-17,Stray,61
1848,2020-06-18,Stray,65
1849,2020-06-19,Stray,69
1850,2020-06-20,Stray,51
1851,2020-06-21,Stray,50
1852,2020-06-22,Stray,68
1853,2020-06-23,Stray,46
1854,2020-06-24,Stray,48
1855,2020-06-25,Stray,57
1856,2020-06-26,Stray,60
1857,2020-06-27,Stray,65
1858,2020-06-28,Stray,71
1859,2020-06-29,Stray,51
1860,2020-06-30,Stray,46
1861,2020-07-01,Stray,48
1862,2020-07-02,Stray,44
1863,2020-07-03,Stray,50
1864,2020-07-04,Stray,49
1865,2020-07-05,Stray,52
1866,2020-07-06,Stray,36
1867,2020-07-07,Stray,40
1868,2020-07-08,Stray,52
1869,2020-04-11,Clamp,70
1870,2020-04-12,Clamp,62
1871,2020-04-13,Clamp,54
1872,2020-04-14,Clamp,50
1873,2020-04-15,Clamp,53
1874,2020-04-16,Clamp,51
1875,2020-04-17,Clamp,56
1876,2020-04-18,Clamp,75
1877,2020-04-19,Clamp,78
1878,2020-04-20,Clamp,60
1879,2020-04-21,Clamp,57
1880,2020-04-22,Clamp,68
1881,2020-04-23,Clamp,67
1882,2020-04-24,Clamp,62
1883,2020-04-25,Clamp,67
1884,2020-04-26,Clamp,67
1885,2020-04-27,Clamp,69
1886,2020-04-28,Clamp,80
1887,2020-04-29,Clamp,62
1888,2020-04-30,Clamp,56
1889,2020-05-01,Clamp,68
1890,2020-05-02,Clamp,58
1891,2020-05-03,Clamp,60
1892,2020-05-04,Clamp,72
1893,2020-05-05,Clamp,61
1894,2020-05-06,Clamp,66
1895,2020-05-07,Clamp,68
1896,2020-05-08,Clamp,69
1897,2020-05-09,Clamp,79
1898,2020-05-10,Clamp,65
1899,2020-05-11,Clamp,86
1900,2020-05-12,Clamp,69
1901,2020-05-13,Clamp,80
1902,2020-05-14,Clamp,60
1903,2020-05-15,Clamp,70
1904,2020-05-16,Clamp,75
1905,2020-05-17,Clamp,88
1906,2020-05-18,Clamp,81
1907,2020-05-19,Clamp,61
1908,2020-05-20,Clamp,72
1909,2020-05-21,Clamp,82
1910,2020-05-22,Clamp,71
1911,2020-05-23,Clamp,72
1912,2020-05-24,Clamp,66
1913,2020-05-25,Clamp,60
1914,2020-05-26,Clamp,74
1915,2020-05-27,Clamp,75
1916,2020-05-28,Clamp,80
1917,2020-05-29,Clamp,99
1918,2020-05-30,Clamp,88
1919,2020-05-31,Clamp,95
1920,2020-06-01,Clamp,82
1921,2020-06-02,Clamp,80
1922,2020-06-03,Clamp,85
1923,2020-06-04,Clamp,79
1924,2020-06-05,Clamp,81
1925,2020-06-06,Clamp,88
1926,2020-06-07,Clamp,77
1927,2020-06-08,Clamp,100
1928,2020-06-09,Clamp,88
1929,2020-06-10,Clamp,89
1930,2020-06-11,Clamp,82
1931,2020-06-12,Clamp,81
1932,2020-06-13,Clamp,78
1933,2020-06-14,Clamp,87
1934,2020-06-15,Clamp,62
1935,2020-06-16,Clamp,76
1936,2020-06-17,Clamp,72
1937,2020-06-18,Clamp,75
1938,2020-06-19,Clamp,69
1939,2020-06-20,Clamp,77
1940,2020-06-21,Clamp,67
1941,2020-06-22,Clamp,76
1942,2020-06-23,Clamp,85
1943,2020-06-24,Clamp,87
1944,2020-06-25,Clamp,74
1945,2020-06-26,Clamp,62
1946,2020-06-27,Clamp,78
1947,2020-06-28,Clamp,74
1948,2020-06-29,Clamp,69
1949,2020-06-30,Clamp,83
1950,2020-07-01,Clamp,65
1951,2020-07-02,Clamp,81
1952,2020-07-03,Clamp,79
1953,2020-07-04,Clamp,85
1954,2020-07-05,Clamp,75
1955,2020-07-06,Clamp,77
1956,2020-07-07,Clamp,77
1957,2020-07-08,Clamp,58
1958,2020-04-11,Handler,62
1959,2020-04-12,Handler,52
1960,2020-04-13,Handler,58
1961,2020-04-14,Handler,73
1962,2020-04-15,Handler,62
1963,2020-04-16,Handler,87
1964,2020-04-17,Handler,57
1965,2020-04-18,Handler,56
1966,2020-04-19,Handler,55
1967,2020-04-20,Handler,67
1968,2020-04-21,Handler,65
1969,2020-04-22,Handler,66
1970,2020-04-23,Handler,62
1971,2020-04-24,Handler,41
1972,2020-04-25,Handler,52
1973,2020-04-26,Handler,56
1974,2020-04-27,Handler,46
1975,2020-04-28,Handler,53
1976,2020-04-29,Handler,55
1977,2020-04-30,Handler,58
1978,2020-05-01,Handler,58
1979,2020-05-02,Handler,63
1980,2020-05-03,Handler,35
1981,2020-05-04,Handler,57
1982,2020-05-05,Handler,71
1983,2020-05-06,Handler,58
1984,2020-05-07,Handler,57
1985,2020-05-08,Handler,57
1986,2020-05-09,Handler,40
1987,2020-05-10,Handler,33
1988,2020-05-11,Handler,54
1989,2020-05-12,Handler,100
1990,2020-05-13,Handler,59
1991,2020-05-14,Handler,66
1992,2020-05-15,Handler,59
1993,2020-05-16,Handler,53
1994,2020-05-17,Handler,65
1995,2020-05-18,Handler,46
1996,2020-05-19,Handler,55
1997,2020-05-20,Handler,69
1998,2020-05-21,Handler,56
1999,2020-05-22,Handler,61
2000,2020-05-23,Handler,59
2001,2020-05-24,Handler,31
2002,2020-05-25,Handler,39
2003,2020-05-26,Handler,38
2004,2020-05-27,Handler,73
2005,2020-05-28,Handler,38
2006,2020-05-29,Handler,48
2007,2020-05-30,Handler,42
2008,2020-05-31,Handler,49
2009,2020-06-01,Handler,57
2010,2020-06-02,Handler,63
2011,2020-06-03,Handler,74
2012,2020-06-04,Handler,80
2013,2020-06-05,Handler,53
2014,2020-06-06,Handler,72
2015,2020-06-07,Handler,57
2016,2020-06-08,Handler,58
2017,2020-06-09,Handler,54
2018,2020-06-10,Handler,54
2019,2020-06-11,Handler,72
2020,2020-06-12,Handler,50
2021,2020-06-13,Handler,48
2022,2020-06-14,Handler,59
2023,2020-06-15,Handler,78
2024,2020-06-16,Handler,78
2025,2020-06-17,Handler,63
2026,2020-06-18,Handler,48
2027,2020-06-19,Handler,52
2028,2020-06-20,Handler,46
2029,2020-06-21,Handler,36
2030,2020-06-22,Handler,47
2031,2020-06-23,Handler,66
2032,2020-06-24,Handler,57
2033,2020-06-25,Handler,63
2034,2020-06-26,Handler,53
2035,2020-06-27,Handler,32
2036,2020-06-28,Handler,54
2037,2020-06-29,Handler,62
2038,2020-06-30,Handler,67
2039,2020-07-01,Handler,63
2040,2020-07-02,Handler,66
2041,2020-07-03,Handler,78
2042,2020-07-04,Handler,49
2043,2020-07-05,Handler,45
2044,2020-07-06,Handler,81
2045,2020-07-07,Handler,65
2046,2020-07-08,Handler,54
2047,2020-04-11,Hound,69
2048,2020-04-12,Hound,62
2049,2020-04-13,Hound,79
2050,2020-04-14,Hound,69
2051,2020-04-15,Hound,57
2052,2020-04-16,Hound,69
2053,2020-04-17,Hound,87
2054,2020-04-18,Hound,72
2055,2020-04-19,Hound,78
2056,2020-04-20,Hound,72
2057,2020-04-21,Hound,67
2058,2020-04-22,Hound,67
2059,2020-04-23,Hound,71
2060,2020-04-24,Hound,61
2061,2020-04-25,Hound,68
2062,2020-04-26,Hound,72
2063,2020-04-27,Hound,56
2064,2020-04-28,Hound,55
2065,2020-04-29,Hound,70
2066,2020-04-30,Hound,52
2067,2020-05-01,Hound,65
2068,2020-05-02,Hound,82
2069,2020-05-03,Hound,100
2070,2020-05-04,Hound,66
2071,2020-05-05,Hound,77
2072,2020-05-06,Hound,75
2073,2020-05-07,Hound,64
2074,2020-05-08,Hound,73
2075,2020-05-09,Hound,89
2076,2020-05-10,Hound,70
2077,2020-05-11,Hound,62
2078,2020-05-12,Hound,67
2079,2020-05-13,Hound,64
2080,2020-05-14,Hound,75
2081,2020-05-15,Hound,75
2082,2020-05-16,Hound,77
2083,2020-05-17,Hound,94
2084,2020-05-18,Hound,86
2085,2020-05-19,Hound,79
2086,2020-05-20,Hound,71
2087,2020-05-21,Hound,69
2088,2020-05-22,Hound,75
2089,2020-05-23,Hound,86
2090,2020-05-24,Hound,84
2091,2020-05-25,Hound,66
2092,2020-05-26,Hound,75
2093,2020-05-27,Hound,52
2094,2020-05-28,Hound,73
2095,2020-05-29,Hound,71
2096,2020-05-30,Hound,92
2097,2020-05-31,Hound,81
2098,2020-06-01,Hound,82
2099,2020-06-02,Hound,59
2100,2020-06-03,Hound,82
2101,2020-06-04,Hound,69
2102,2020-06-05,Hound,64
2103,2020-06-06,Hound,83
2104,2020-06-07,Hound,84
2105,2020-06-08,Hound,82
2106,2020-06-09,Hound,83
2107,2020-06-10,Hound,85
2108,2020-06-11,Hound,73
2109,2020-06-12,Hound,87
2110,2020-06-13,Hound,88
2111,2020-06-14,Hound,72
2112,2020-06-15,Hound,68
2113,2020-06-16,Hound,85
2114,2020-06-17,Hound,48
2115,2020-06-18,Hound,63
2116,2020-06-19,Hound,82
2117,2020-06-20,Hound,85
2118,2020-06-21,Hound,91
2119,2020-06-22,Hound,82
2120,2020-06-23,Hound,59
2121,2020-06-24,Hound,60
2122,2020-06-25,Hound,45
2123,2020-06-26,Hound,76
2124,2020-06-27,Hound,77
2125,2020-06-28,Hound,92
2126,2020-06-29,Hound,71
2127,2020-06-30,Hound,73
2128,2020-07-01,Hound,88
2129,2020-07-02,Hound,74
2130,2020-07-03,Hound,66
2131,2020-07-04,Hound,86
2132,2020-07-05,Hound,78
2133,2020-07-06,Hound,75
2134,2020-07-07,Hound,81
2135,2020-07-08,Hound,59
2136,2020-04-11,Sledge,44
2137,2020-04-12,Sledge,23
2138,2020-04-13,Sledge,31
2139,2020-04-14,Sledge,27
2140,2020-04-15,Sledge,36
2141,2020-04-16,Sledge,35
2142,2020-04-17,Sledge,42
2143,2020-04-18,Sledge,46
2144,2020-04-19,Sledge,26
2145,2020-04-20,Sledge,16
2146,2020-04-21,Sledge,23
2147,2020-04-22,Sledge,23
2148,2020-04-23,Sledge,29
2149,2020-04-24,Sledge,18
2150,2020-04-25,Sledge,51
2151,2020-04-26,Sledge,50
2152,2020-04-27,Sledge,33
2153,2020-04-28,Sledge,22
2154,2020-04-29,Sledge,39
2155,2020-04-30,Sledge,25
2156,2020-05-01,Sledge,21
2157,2020-05-02,Sledge,35
2158,2020-05-03,Sledge,32
2159,2020-05-04,Sledge,16
2160,2020-05-05,Sledge,31
2161,2020-05-06,Sledge,19
2162,2020-05-07,Sledge,21
2163,2020-05-08,Sledge,60
2164,2020-05-09,Sledge,41
2165,2020-05-10,Sledge,20
2166,2020-05-11,Sledge,21
2167,2020-05-12,Sledge,22
2168,2020-05-13,Sledge,19
2169,2020-05-14,Sledge,29
2170,2020-05-15,Sledge,28
2171,2020-05-16,Sledge,43
2172,2020-05-17,Sledge,25
2173,2020-05-18,Sledge,37
2174,2020-05-19,Sledge,19
2175,2020-05-20,Sledge,22
2176,2020-05-21,Sledge,26
2177,2020-05-22,Sledge,27
2178,2020-05-23,Sledge,32
2179,2020-05-24,Sledge,30
2180,2020-05-25,Sledge,37
2181,2020-05-26,Sledge,18
2182,2020-05-27,Sledge,25
2183,2020-05-28,Sledge,19
2184,2020-05-29,Sledge,28
2185,2020-05-30,Sledge,23
2186,2020-05-31,Sledge,21
2187,2020-06-01,Sledge,26
2188,2020-06-02,Sledge,19
2189,2020-06-03,Sledge,29
2190,2020-06-04,Sledge,39
2191,2020-06-05,Sledge,24
2192,2020-06-06,Sledge,25
2193,2020-06-07,Sledge,23
2194,2020-06-08,Sledge,29
2195,2020-06-09,Sledge,43
2196,2020-06-10,Sledge,26
2197,2020-06-11,Sledge,20
2198,2020-06-12,Sledge,26
2199,2020-06-13,Sledge,29
2200,2020-06-14,Sledge,24
2201,2020-06-15,Sledge,16
2202,2020-06-16,Sledge,17
2203,2020-06-17,Sledge,16
2204,2020-06-18,Sledge,34
2205,2020-06-19,Sledge,19
2206,2020-06-20,Sledge,22
2207,2020-06-21,Sledge,25
2208,2020-06-22,Sledge,25
2209,2020-06-23,Sledge,17
2210,2020-06-24,Sledge,15
2211,2020-06-25,Sledge,17
2212,2020-06-26,Sledge,13
2213,2020-06-27,Sledge,25
2214,2020-06-28,Sledge,40
2215,2020-06-29,Sledge,13
2216,2020-06-30,Sledge,31
2217,2020-07-01,Sledge,18
2218,2020-07-02,Sledge,31
2219,2020-07-03,Sledge,16
2220,2020-07-04,Sledge,100
2221,2020-07-05,Sledge,18
2222,2020-07-06,Sledge,17
2223,2020-07-07,Sledge,23
2224,2020-07-08,Sledge,21
